"文件","起始行","结束行","符号","类型","作用"
"app/api/literature/papers/[id]/pdf/route.ts","11","27","contentDispositionFileName","函数","实现 contentDispositionFileName 的调用与控制流程"
"app/api/literature/papers/[id]/pdf/route.ts","22","23","函数@22","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/[id]/pdf/route.ts","29","79","GET","函数","实现 GET 的调用与控制流程"
"app/api/literature/papers/[id]/pdf/view/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/papers/[id]/pdf/view/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/papers/[id]/pdf/view/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/papers/[id]/pdf/view/route.ts","7","9","RouteContext","类型","定义 RouteContext 的数据契约"
"app/api/literature/papers/[id]/pdf/view/route.ts","11","27","contentDispositionFileName","函数","实现 contentDispositionFileName 的调用与控制流程"
"app/api/literature/papers/[id]/pdf/view/route.ts","22","23","函数@22","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/[id]/pdf/view/route.ts","29","79","GET","函数","实现 GET 的调用与控制流程"
"app/api/literature/papers/[id]/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","4","9","导入@4","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","10","10","导入@10","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","11","11","导入@11","导入","引入本文件依赖"
"app/api/literature/papers/[id]/route.ts","16","18","RouteContext","类型","定义 RouteContext 的数据契约"
"app/api/literature/papers/[id]/route.ts","20","38","GET","函数","实现 GET 的调用与控制流程"
"app/api/literature/papers/[id]/route.ts","40","68","PATCH","函数","实现 PATCH 的调用与控制流程"
"app/api/literature/papers/[id]/route.ts","70","86","DELETE","函数","实现 DELETE 的调用与控制流程"
"app/api/literature/papers/[id]/workspace/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","5","9","导入@5","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","10","13","导入@10","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","14","14","导入@14","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","15","15","导入@15","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","16","16","导入@16","导入","引入本文件依赖"
"app/api/literature/papers/[id]/workspace/route.ts","21","23","RouteContext","类型","定义 RouteContext 的数据契约"
"app/api/literature/papers/[id]/workspace/route.ts","25","41","GET","函数","实现 GET 的调用与控制流程"
"app/api/literature/papers/[id]/workspace/route.ts","43","110","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/papers/save/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","5","9","导入@5","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","10","10","导入@10","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","11","11","导入@11","导入","引入本文件依赖"
"app/api/literature/papers/save/route.ts","16","19","SaveSnapshotRequest","类型","定义 SaveSnapshotRequest 的数据契约"
"app/api/literature/papers/save/route.ts","21","32","assertPdfStored","函数","实现 assertPdfStored 的调用与控制流程"
"app/api/literature/papers/save/route.ts","34","36","cleanString","函数","实现 cleanString 的调用与控制流程"
"app/api/literature/papers/save/route.ts","38","45","cleanStringArray","函数","实现 cleanStringArray 的调用与控制流程"
"app/api/literature/papers/save/route.ts","41","41","函数@41","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/save/route.ts","42","42","函数@42","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/save/route.ts","47","77","parsePaperSnapshot","函数","实现 parsePaperSnapshot 的调用与控制流程"
"app/api/literature/papers/save/route.ts","79","135","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/papers/save/route.ts","98","98","函数@98","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","5","9","导入@5","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","10","10","导入@10","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","11","11","导入@11","导入","引入本文件依赖"
"app/api/literature/papers/upload/route.ts","16","18","cleanString","函数","实现 cleanString 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","20","27","cleanStringArray","函数","实现 cleanStringArray 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","23","23","函数@23","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","24","24","函数@24","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","29","59","parsePaperSnapshot","函数","实现 parsePaperSnapshot 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","61","71","parseJsonField","函数","实现 parseJsonField 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","73","89","assertPdfFile","函数","实现 assertPdfFile 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","91","146","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/papers/upload/route.ts","110","110","函数@110","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/review/export/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","5","5","导入@5","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","6","6","导入@6","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","7","7","导入@7","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","8","8","导入@8","导入","引入本文件依赖"
"app/api/literature/review/export/route.ts","13","18","ReviewExportRequest","类型","定义 ReviewExportRequest 的数据契约"
"app/api/literature/review/export/route.ts","20","99","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/review/generate/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","3","6","导入@3","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","7","7","导入@7","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","8","8","导入@8","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","9","9","导入@9","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","10","10","导入@10","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","11","16","导入@11","导入","引入本文件依赖"
"app/api/literature/review/generate/route.ts","21","133","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/review/generate/route.ts","86","86","函数@86","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/review/generate/route.ts","88","92","response","变量","保存或计算 response 所需的数据"
"app/api/literature/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/route.ts","2","7","导入@2","导入","引入本文件依赖"
"app/api/literature/route.ts","8","8","导入@8","导入","引入本文件依赖"
"app/api/literature/route.ts","9","9","导入@9","导入","引入本文件依赖"
"app/api/literature/route.ts","13","33","GET","函数","实现 GET 的调用与控制流程"
"app/api/literature/route.ts","35","53","PUT","函数","实现 PUT 的调用与控制流程"
"app/api/literature/update/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/literature/update/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/literature/update/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/literature/update/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/literature/update/route.ts","5","5","导入@5","导入","引入本文件依赖"
"app/api/literature/update/route.ts","6","11","导入@6","导入","引入本文件依赖"
"app/api/literature/update/route.ts","12","12","导入@12","导入","引入本文件依赖"
"app/api/literature/update/route.ts","17","19","elapsedMs","函数","实现 elapsedMs 的调用与控制流程"
"app/api/literature/update/route.ts","21","118","POST","函数","实现 POST 的调用与控制流程"
"app/api/literature/update/route.ts","57","57","函数@57","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/update/route.ts","60","61","函数@60","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/update/route.ts","64","64","函数@64","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/literature/update/route.ts","85","85","函数@85","函数","实现 匿名逻辑 的调用与控制流程"
"app/api/presentation/generate/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","3","3","导入@3","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","4","4","导入@4","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","5","5","导入@5","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","6","6","导入@6","导入","引入本文件依赖"
"app/api/presentation/generate/route.ts","11","47","POST","函数","实现 POST 的调用与控制流程"
"app/api/translate/docx/route.ts","1","1","导入@1","导入","引入本文件依赖"
"app/api/translate/docx/route.ts","2","2","导入@2","导入","引入本文件依赖"
"app/api/translate/docx/route.ts","3","6","导入@3","导入","引入本文件依赖"
"app/api/translate/docx/route.ts","7","13","导入@7","导入","引入本文件依赖"
"app/api/translate/docx/route.ts","18","20","isSourceLanguage","函数","实现 isSourceLanguage 的调用与控制流程"
"app/api/translate/docx/route.ts","22","24","isTargetLanguage","函数","实现 isTargetLanguage 的调用与控制流程"
"app/api/translate/docx/route.ts","26","28","isOutputMode","函数","实现 isOutputMode 的调用与控制流程"
"app/api/translate/docx/route.ts","30","37","isTranslationStyle","函数","实现 isTranslationStyle 的调用与控制流程"
"app/api/translate/docx/route.ts","39","41","encodeEvent","函数","实现 encodeEvent 的调用与控制流程"
"app/api/translate/docx/route.ts","43","55","requireUser","函数","实现 requireUser 的调用与控制流程"
"app/api/translate/docx/route.ts","57","170","POST","函数","实现 POST 的调用与控制流程"
"app/api/translate/docx/route.ts","59","157","start","方法","实现 start 的调用与控制流程"
