"文件","行号","所在符号","行类型","作用","代码摘要"
"app/api/chat/attachments/route.ts","146","POST","结构结束","结束当前语句、对象或作用域；属于“POST”函数","}"
"app/api/chat/attachments/route.ts","147","POST","结构结束","结束当前语句、对象或作用域；属于“POST”函数","}"
"app/api/chat/attachments/route.ts","148","POST","空行","分隔代码结构，提高可读性；属于“POST”函数",""
"app/api/chat/attachments/route.ts","149","POST","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“POST”函数","console.error(""[attachments] request failed:"", error);"
"app/api/chat/attachments/route.ts","150","POST","条件分支","根据运行条件选择执行路径；属于“POST”函数","if (error instanceof Error) {"
"app/api/chat/attachments/route.ts","151","POST","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“POST”函数","console.error(""[attachments] exact error stack:"", error.stack);"
"app/api/chat/attachments/route.ts","152","POST","结构结束","结束当前语句、对象或作用域；属于“POST”函数","}"
"app/api/chat/attachments/route.ts","153","POST","空行","分隔代码结构，提高可读性；属于“POST”函数",""
"app/api/chat/attachments/route.ts","154","POST","变量/计算","声明状态、配置或中间计算结果；属于“POST”函数","const { body, status } = toAttachmentsErrorResponse(error);"
"app/api/chat/attachments/route.ts","155","POST","返回结果","结束当前作用域并向调用方返回值；属于“POST”函数","return Response.json(body, { status });"
"app/api/chat/attachments/route.ts","156","POST","结构结束","结束当前语句、对象或作用域；属于“POST”函数","}"
"app/api/chat/attachments/route.ts","157","POST","结构结束","结束当前语句、对象或作用域；属于“POST”函数","}"
"app/api/chat/attachments/route.ts","158","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"app/api/chat/generated-images/route.ts","1","导入@1","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@1”导入","import { requireChatUser } from ""@/lib/chat/server/errors"";"
"app/api/chat/generated-images/route.ts","2","导入@2","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@2”导入","import { createClient } from ""@/lib/supabase/server"";"
"app/api/chat/generated-images/route.ts","3","导入@3","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@3”导入","import { CHAT_ATTACHMENTS_BUCKET } from ""@/lib/uploads/storage-constants"";"
"app/api/chat/generated-images/route.ts","4","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"app/api/chat/generated-images/route.ts","5","(模块顶层)","公开接口","定义或导出供其他模块调用的能力；属于文件顶层","export const runtime = ""nodejs"";"
"app/api/chat/generated-images/route.ts","6","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"app/api/chat/generated-images/route.ts","7","safePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“safePath”函数","function safePath(value: string | null): string {"
"app/api/chat/generated-images/route.ts","8","safePath","返回结果","结束当前作用域并向调用方返回值；属于“safePath”函数","return (value ?? """").trim().replace(/^\/+/, """");"
"app/api/chat/generated-images/route.ts","9","safePath","结构结束","结束当前语句、对象或作用域；属于“safePath”函数","}"
"app/api/chat/generated-images/route.ts","10","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"app/api/chat/generated-images/route.ts","11","GET","公开接口","定义或导出供其他模块调用的能力；属于“GET”函数","export async function GET(request: Request) {"
"app/api/chat/generated-images/route.ts","12","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const user = await requireChatUser();"
"app/api/chat/generated-images/route.ts","13","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const { searchParams } = new URL(request.url);"
"app/api/chat/generated-images/route.ts","14","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const path = safePath(searchParams.get(""path""));"
"app/api/chat/generated-images/route.ts","15","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const download = searchParams.get(""download"") === ""1"";"
"app/api/chat/generated-images/route.ts","16","GET","空行","分隔代码结构，提高可读性；属于“GET”函数",""
"app/api/chat/generated-images/route.ts","17","GET","条件分支","根据运行条件选择执行路径；属于“GET”函数","if ("
"app/api/chat/generated-images/route.ts","18","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","!path ||"
"app/api/chat/generated-images/route.ts","19","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","!path.startsWith(`${user.id}/generated-images/`) ||"
"app/api/chat/generated-images/route.ts","20","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","!path.endsWith("".png"")"
"app/api/chat/generated-images/route.ts","21","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数",") {"
"app/api/chat/generated-images/route.ts","22","GET","返回结果","结束当前作用域并向调用方返回值；属于“GET”函数","return Response.json({ error: ""Invalid image path."" }, { status: 400 });"
"app/api/chat/generated-images/route.ts","23","GET","结构结束","结束当前语句、对象或作用域；属于“GET”函数","}"
"app/api/chat/generated-images/route.ts","24","GET","空行","分隔代码结构，提高可读性；属于“GET”函数",""
"app/api/chat/generated-images/route.ts","25","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const supabase = await createClient();"
"app/api/chat/generated-images/route.ts","26","GET","变量/计算","声明状态、配置或中间计算结果；属于“GET”函数","const { data, error } = await supabase.storage"
"app/api/chat/generated-images/route.ts","27","GET","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“GET”函数",".from(CHAT_ATTACHMENTS_BUCKET)"
"app/api/chat/generated-images/route.ts","28","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数",".download(path);"
"app/api/chat/generated-images/route.ts","29","GET","空行","分隔代码结构，提高可读性；属于“GET”函数",""
"app/api/chat/generated-images/route.ts","30","GET","条件分支","根据运行条件选择执行路径；属于“GET”函数","if (error || !data) {"
"app/api/chat/generated-images/route.ts","31","GET","返回结果","结束当前作用域并向调用方返回值；属于“GET”函数","return Response.json({ error: ""Generated image not found."" }, { status: 404 });"
"app/api/chat/generated-images/route.ts","32","GET","结构结束","结束当前语句、对象或作用域；属于“GET”函数","}"
"app/api/chat/generated-images/route.ts","33","GET","空行","分隔代码结构，提高可读性；属于“GET”函数",""
"app/api/chat/generated-images/route.ts","34","GET","返回结果","结束当前作用域并向调用方返回值；属于“GET”函数","return new Response(data, {"
"app/api/chat/generated-images/route.ts","35","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","headers: {"
"app/api/chat/generated-images/route.ts","36","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","""Content-Type"": ""image/png"","
"app/api/chat/generated-images/route.ts","37","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","""Cache-Control"": ""private, max-age=3600"","
"app/api/chat/generated-images/route.ts","38","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","""Content-Disposition"": `${download ? ""attachment"" : ""inline""}; filename=""${encodeURIComponent("
"app/api/chat/generated-images/route.ts","39","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数","path.split(""/"").pop() ?? ""researchgpt-image.png"","
"app/api/chat/generated-images/route.ts","40","GET","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“GET”函数",")}""`,"
"app/api/chat/generated-images/route.ts","41","GET","结构结束","结束当前语句、对象或作用域；属于“GET”函数","},"
"app/api/chat/generated-images/route.ts","42","GET","结构结束","结束当前语句、对象或作用域；属于“GET”函数","});"
"app/api/chat/generated-images/route.ts","43","GET","结构结束","结束当前语句、对象或作用域；属于“GET”函数","}"
"app/api/chat/generated-images/route.ts","44","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"app/api/chat/route.ts","1","导入@1","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@1”导入","import { validateChatMessages } from ""@/lib/ai/provider"";"
"app/api/chat/route.ts","2","导入@2","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@2”导入","import { openResponsesChatStream } from ""@/lib/ai/openai"";"
"app/api/chat/route.ts","3","导入@3","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@3”导入","import { createHash } from ""node:crypto"";"
"app/api/chat/route.ts","4","导入@4","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@4”导入","import type { ChatMessage } from ""@/lib/ai/types"";"
"app/api/chat/route.ts","5","导入@5","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@5”导入","import { getTextFromMessageContent } from ""@/lib/ai/types"";"
"app/api/chat/route.ts","6","导入@6","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@6”导入","import {"
