"文件","起始行","结束行","符号","类型","作用"
"lib/export/markdown-blocks.ts","8","15","MarkdownBlock","类型","定义 MarkdownBlock 的数据契约"
"lib/export/markdown-blocks.ts","24","31","parseTableRow","函数","实现 parseTableRow 的调用与控制流程"
"lib/export/markdown-blocks.ts","29","29","函数@29","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/markdown-blocks.ts","33","39","isTableSeparator","函数","实现 isTableSeparator 的调用与控制流程"
"lib/export/markdown-blocks.ts","37","37","函数@37","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/markdown-blocks.ts","41","82","parseInlineMarkdown","函数","实现 parseInlineMarkdown 的调用与控制流程"
"lib/export/markdown-blocks.ts","84","243","parseMarkdownBlocks","函数","实现 parseMarkdownBlocks 的调用与控制流程"
"lib/export/markdown-blocks.ts","231","231","函数@231","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/markdown-blocks.ts","245","247","inlineSpansToPlainText","函数","实现 inlineSpansToPlainText 的调用与控制流程"
"lib/export/markdown-blocks.ts","246","246","函数@246","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/quality.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/quality.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/export/quality.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/quality.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/export/quality.ts","6","9","ExportQualityIssue","类型","定义 ExportQualityIssue 的数据契约"
"lib/export/quality.ts","11","14","ExportQualityReport","类型","定义 ExportQualityReport 的数据契约"
"lib/export/quality.ts","18","20","startsWith","函数","实现 startsWith 的调用与控制流程"
"lib/export/quality.ts","22","24","includesText","函数","实现 includesText 的调用与控制流程"
"lib/export/quality.ts","26","34","extractOfficeXmlText","函数","实现 extractOfficeXmlText 的调用与控制流程"
"lib/export/quality.ts","36","47","extractOfficeXmlTexts","函数","实现 extractOfficeXmlTexts 的调用与控制流程"
"lib/export/quality.ts","41","41","函数@41","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/quality.ts","42","42","函数@42","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/quality.ts","49","54","xmlToText","函数","实现 xmlToText 的调用与控制流程"
"lib/export/quality.ts","56","70","inspectTextForMojibake","函数","实现 inspectTextForMojibake 的调用与控制流程"
"lib/export/quality.ts","67","67","函数@67","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/quality.ts","72","115","inspectDocxContent","函数","实现 inspectDocxContent 的调用与控制流程"
"lib/export/quality.ts","117","121","inspectPptxContent","函数","实现 inspectPptxContent 的调用与控制流程"
"lib/export/quality.ts","123","129","inspectXlsxContent","函数","实现 inspectXlsxContent 的调用与控制流程"
"lib/export/quality.ts","131","198","inspectExportBuffer","函数","实现 inspectExportBuffer 的调用与控制流程"
"lib/export/quality.ts","200","210","assertExportQuality","函数","实现 assertExportQuality 的调用与控制流程"
"lib/export/quality.ts","207","207","函数@207","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/service.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/service.ts","4","7","导入@4","导入","引入本文件依赖"
"lib/export/service.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/export/service.ts","9","12","导入@9","导入","引入本文件依赖"
"lib/export/service.ts","13","13","导入@13","导入","引入本文件依赖"
"lib/export/service.ts","14","14","导入@14","导入","引入本文件依赖"
"lib/export/service.ts","15","15","导入@15","导入","引入本文件依赖"
"lib/export/service.ts","16","16","导入@16","导入","引入本文件依赖"
"lib/export/service.ts","17","23","导入@17","导入","引入本文件依赖"
"lib/export/service.ts","37","47","extractFencedBlocks","函数","实现 extractFencedBlocks 的调用与控制流程"
"lib/export/service.ts","49","55","stripPlannerAndDownloadFooters","函数","实现 stripPlannerAndDownloadFooters 的调用与控制流程"
"lib/export/service.ts","57","90","generateQualityCheckedBuffer","函数","实现 generateQualityCheckedBuffer 的调用与控制流程"
"lib/export/service.ts","92","122","normalizeArtifactContent","函数","实现 normalizeArtifactContent 的调用与控制流程"
"lib/export/service.ts","97","98","函数@97","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/service.ts","104","105","函数@104","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/service.ts","111","111","函数@111","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/service.ts","124","168","parseExportRequest","函数","实现 parseExportRequest 的调用与控制流程"
"lib/export/service.ts","170","236","createExport","函数","实现 createExport 的调用与控制流程"
"lib/export/service.ts","214","217","exportMetadata","变量","保存或计算 exportMetadata 所需的数据"
"lib/export/store.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/store.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/export/store.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/export/store.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/export/store.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/export/store.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/export/store.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/export/store.ts","15","17","getMetaPath","函数","实现 getMetaPath 的调用与控制流程"
"lib/export/store.ts","19","21","getDataPath","函数","实现 getDataPath 的调用与控制流程"
"lib/export/store.ts","23","25","getCloudMetaPath","函数","实现 getCloudMetaPath 的调用与控制流程"
"lib/export/store.ts","27","30","getCloudDataPath","函数","实现 getCloudDataPath 的调用与控制流程"
"lib/export/store.ts","32","34","ensureExportDir","函数","实现 ensureExportDir 的调用与控制流程"
"lib/export/store.ts","36","44","readMeta","函数","实现 readMeta 的调用与控制流程"
"lib/export/store.ts","46","64","readCloudMeta","函数","实现 readCloudMeta 的调用与控制流程"
"lib/export/store.ts","66","91","cleanupExpiredExports","函数","实现 cleanupExpiredExports 的调用与控制流程"
"lib/export/store.ts","93","163","saveExport","函数","实现 saveExport 的调用与控制流程"
"lib/export/store.ts","103","111","cloudRecord","变量","保存或计算 cloudRecord 所需的数据"
"lib/export/store.ts","150","157","localRecord","变量","保存或计算 localRecord 所需的数据"
"lib/export/store.ts","165","207","getExportForUser","函数","实现 getExportForUser 的调用与控制流程"
"lib/export/store.ts","209","228","readExportBuffer","函数","实现 readExportBuffer 的调用与控制流程"
"lib/export/store.ts","230","244","deleteExport","函数","实现 deleteExport 的调用与控制流程"
"lib/export/types.ts","1","10","ExportFormat","类型","定义 ExportFormat 的数据契约"
"lib/export/types.ts","12","17","ExportRequest","类型","定义 ExportRequest 的数据契约"
"lib/export/types.ts","19","23","ExportSuccessResponse","类型","定义 ExportSuccessResponse 的数据契约"
"lib/export/types.ts","25","28","ExportErrorResponse","类型","定义 ExportErrorResponse 的数据契约"
"lib/export/types.ts","30","30","ExportResponse","类型","定义 ExportResponse 的数据契约"
"lib/export/types.ts","32","41","ExportRecord","类型","定义 ExportRecord 的数据契约"
"lib/export/types.ts","43","53","EXPORT_MIME_TYPES","变量","保存或计算 EXPORT_MIME_TYPES 所需的数据"
"lib/export/word-pipeline.ts","1","7","导入@1","导入","引入本文件依赖"
"lib/export/word-pipeline.ts","8","11","导入@8","导入","引入本文件依赖"
"lib/export/word-pipeline.ts","13","19","WordDocumentKind","类型","定义 WordDocumentKind 的数据契约"
"lib/export/word-pipeline.ts","21","24","WordParagraphBlock","类型","定义 WordParagraphBlock 的数据契约"
"lib/export/word-pipeline.ts","26","30","WordListBlock","类型","定义 WordListBlock 的数据契约"
"lib/export/word-pipeline.ts","32","38","WordTableBlock","类型","定义 WordTableBlock 的数据契约"
"lib/export/word-pipeline.ts","40","43","WordCalloutBlock","类型","定义 WordCalloutBlock 的数据契约"
"lib/export/word-pipeline.ts","45","49","WordContentBlock","类型","定义 WordContentBlock 的数据契约"
"lib/export/word-pipeline.ts","51","55","WordSection","类型","定义 WordSection 的数据契约"
"lib/export/word-pipeline.ts","57","66","WordDocumentSpec","类型","定义 WordDocumentSpec 的数据契约"
"lib/export/word-pipeline.ts","68","70","defaultTitle","函数","实现 defaultTitle 的调用与控制流程"
"lib/export/word-pipeline.ts","95","97","plain","函数","实现 plain 的调用与控制流程"
"lib/export/word-pipeline.ts","99","101","normalizeText","函数","实现 normalizeText 的调用与控制流程"
"lib/export/word-pipeline.ts","103","109","normalizeTitle","函数","实现 normalizeTitle 的调用与控制流程"
"lib/export/word-pipeline.ts","111","113","compact","函数","实现 compact 的调用与控制流程"
"lib/export/word-pipeline.ts","115","120","stripHeadingNumber","函数","实现 stripHeadingNumber 的调用与控制流程"
"lib/export/word-pipeline.ts","122","124","compactHeading","函数","实现 compactHeading 的调用与控制流程"
"lib/export/word-pipeline.ts","126","131","lineLooksLikeCommand","函数","实现 lineLooksLikeCommand 的调用与控制流程"
"lib/export/word-pipeline.ts","130","130","函数@130","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","133","137","isGenericDocumentHeading","函数","实现 isGenericDocumentHeading 的调用与控制流程"
"lib/export/word-pipeline.ts","139","152","isBadTitleCandidate","函数","实现 isBadTitleCandidate 的调用与控制流程"
"lib/export/word-pipeline.ts","154","164","inferDocumentKind","函数","实现 inferDocumentKind 的调用与控制流程"
"lib/export/word-pipeline.ts","166","170","isReferencesHeading","函数","实现 isReferencesHeading 的调用与控制流程"
"lib/export/word-pipeline.ts","172","174","isAbstractHeading","函数","实现 isAbstractHeading 的调用与控制流程"
"lib/export/word-pipeline.ts","176","178","isKeywordsLine","函数","实现 isKeywordsLine 的调用与控制流程"
"lib/export/word-pipeline.ts","180","187","extractKeywords","函数","实现 extractKeywords 的调用与控制流程"
"lib/export/word-pipeline.ts","184","184","函数@184","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","189","193","isReferencesHeadingStrict","函数","实现 isReferencesHeadingStrict 的调用与控制流程"
"lib/export/word-pipeline.ts","195","197","isAbstractHeadingStrict","函数","实现 isAbstractHeadingStrict 的调用与控制流程"
"lib/export/word-pipeline.ts","199","201","isKeywordsLineStrict","函数","实现 isKeywordsLineStrict 的调用与控制流程"
"lib/export/word-pipeline.ts","203","210","extractKeywordsStrict","函数","实现 extractKeywordsStrict 的调用与控制流程"
"lib/export/word-pipeline.ts","207","207","函数@207","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","212","215","flattenListText","函数","实现 flattenListText 的调用与控制流程"
"lib/export/word-pipeline.ts","217","232","blockToParagraphText","函数","实现 blockToParagraphText 的调用与控制流程"
"lib/export/word-pipeline.ts","234","240","createSection","函数","实现 createSection 的调用与控制流程"
"lib/export/word-pipeline.ts","242","253","tableCaptionFor","函数","实现 tableCaptionFor 的调用与控制流程"
"lib/export/word-pipeline.ts","255","259","StructuredVisualSpec","类型","定义 StructuredVisualSpec 的数据契约"
"lib/export/word-pipeline.ts","264","270","cleanJsonLikeBlock","函数","实现 cleanJsonLikeBlock 的调用与控制流程"
"lib/export/word-pipeline.ts","272","275","firstJsonStringField","函数","实现 firstJsonStringField 的调用与控制流程"
"lib/export/word-pipeline.ts","277","330","maybeStructuredVisualSpec","函数","实现 maybeStructuredVisualSpec 的调用与控制流程"
"lib/export/word-pipeline.ts","299","299","函数@299","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","332","341","structuredVisualToInlines","函数","实现 structuredVisualToInlines 的调用与控制流程"
"lib/export/word-pipeline.ts","343","353","shouldKeepCodeBlock","函数","实现 shouldKeepCodeBlock 的调用与控制流程"
"lib/export/word-pipeline.ts","355","423","appendBlock","函数","实现 appendBlock 的调用与控制流程"
"lib/export/word-pipeline.ts","425","429","removeEmptySections","函数","实现 removeEmptySections 的调用与控制流程"
"lib/export/word-pipeline.ts","427","427","函数@427","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","431","442","collectReferencesFromSection","函数","实现 collectReferencesFromSection 的调用与控制流程"
"lib/export/word-pipeline.ts","444","467","ensureSciReviewShape","函数","实现 ensureSciReviewShape 的调用与控制流程"
"lib/export/word-pipeline.ts","448","448","函数@448","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","469","487","titleFromContent","函数","实现 titleFromContent 的调用与控制流程"
"lib/export/word-pipeline.ts","489","639","buildWordDocumentSpec","函数","实现 buildWordDocumentSpec 的调用与控制流程"
"lib/export/word-pipeline.ts","562","567","函数@562","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","572","575","函数@572","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","573","574","函数@573","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","577","577","函数@577","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/word-pipeline.ts","628","632","函数@628","函数","实现 匿名逻辑 的调用与控制流程"
"lib/images/image.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/images/image.ts","4","9","导入@4","导入","引入本文件依赖"
"lib/images/image.ts","10","10","导入@10","导入","引入本文件依赖"
"lib/images/image.ts","12","16","ParsedImage","类型","定义 ParsedImage 的数据契约"
"lib/images/image.ts","18","28","getImageMimeType","函数","实现 getImageMimeType 的调用与控制流程"
"lib/images/image.ts","30","52","imageBufferToDataUrl","函数","实现 imageBufferToDataUrl 的调用与控制流程"
"lib/images/image.ts","54","57","parseImageFile","函数","实现 parseImageFile 的调用与控制流程"
"lib/images/image.ts","59","94","injectImageIntoMessages","函数","实现 injectImageIntoMessages 的调用与控制流程"
"lib/supabase/server.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/supabase/server.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/supabase/server.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/supabase/server.ts","7","28","createClient","函数","实现 createClient 的调用与控制流程"
"lib/supabase/server.ts","13","15","getAll","方法","实现 getAll 的调用与控制流程"
"lib/supabase/server.ts","16","25","setAll","方法","实现 setAll 的调用与控制流程"
"lib/supabase/server.ts","18","20","函数@18","函数","实现 匿名逻辑 的调用与控制流程"
"lib/uploads/constants.ts","24","25","SupportedDocumentExtension","类型","定义 SupportedDocumentExtension 的数据契约"
"lib/uploads/constants.ts","27","28","SupportedImageExtension","类型","定义 SupportedImageExtension 的数据契约"
"lib/uploads/constants.ts","30","31","SupportedFileExtension","类型","定义 SupportedFileExtension 的数据契约"
"lib/uploads/constants.ts","33","33","AttachmentKind","类型","定义 AttachmentKind 的数据契约"
"lib/uploads/constants.ts","45","50","IMAGE_MIME_TYPES","变量","保存或计算 IMAGE_MIME_TYPES 所需的数据"
"lib/uploads/constants.ts","52","57","MIME_TO_EXTENSION","变量","保存或计算 MIME_TO_EXTENSION 所需的数据"
"lib/uploads/constants.ts","62","66","getFileExtension","函数","实现 getFileExtension 的调用与控制流程"
"lib/uploads/constants.ts","68","72","extensionFromMimeType","函数","实现 extensionFromMimeType 的调用与控制流程"
"lib/uploads/constants.ts","74","80","isDocumentExtension","函数","实现 isDocumentExtension 的调用与控制流程"
"lib/uploads/constants.ts","82","88","isImageExtension","函数","实现 isImageExtension 的调用与控制流程"
"lib/uploads/constants.ts","90","96","isSupportedExtension","函数","实现 isSupportedExtension 的调用与控制流程"
"lib/uploads/constants.ts","98","100","getUnsupportedFileMessage","函数","实现 getUnsupportedFileMessage 的调用与控制流程"
"lib/uploads/constants.ts","102","108","getAttachmentKind","函数","实现 getAttachmentKind 的调用与控制流程"
"lib/uploads/constants.ts","110","118","getMaxUploadBytesForFileName","函数","实现 getMaxUploadBytesForFileName 的调用与控制流程"
"lib/uploads/constants.ts","120","147","validateUploadFile","函数","实现 validateUploadFile 的调用与控制流程"
"lib/uploads/constants.ts","149","179","ensureFileName","函数","实现 ensureFileName 的调用与控制流程"
"lib/uploads/storage-client.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/uploads/storage-client.ts","4","7","导入@4","导入","引入本文件依赖"
"lib/uploads/storage-client.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/uploads/storage-client.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/uploads/storage-client.ts","11","17","createUploadId","函数","实现 createUploadId 的调用与控制流程"
"lib/uploads/storage-client.ts","19","22","createStorageObjectName","函数","实现 createStorageObjectName 的调用与控制流程"
"lib/uploads/storage-client.ts","24","81","uploadChatAttachments","函数","实现 uploadChatAttachments 的调用与控制流程"
"lib/uploads/storage-client.ts","75","75","函数@75","函数","实现 匿名逻辑 的调用与控制流程"
"lib/uploads/storage-server.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/uploads/storage-server.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/uploads/storage-server.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/uploads/storage-server.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/uploads/storage-server.ts","7","10","导入@7","导入","引入本文件依赖"
"lib/uploads/storage-server.ts","12","49","validateAttachmentMetadata","函数","实现 validateAttachmentMetadata 的调用与控制流程"
"lib/uploads/storage-server.ts","51","67","parseAttachmentStorageMetadata","函数","实现 parseAttachmentStorageMetadata 的调用与控制流程"
"lib/uploads/storage-server.ts","69","114","downloadChatAttachments","函数","实现 downloadChatAttachments 的调用与控制流程"
"lib/uploads/storage-server.ts","116","136","deleteChatAttachments","函数","实现 deleteChatAttachments 的调用与控制流程"
"lib/uploads/storage-server.ts","122","122","函数@122","函数","实现 匿名逻辑 的调用与控制流程"
"lib/uploads/storage-server.ts","123","123","函数@123","函数","实现 匿名逻辑 的调用与控制流程"
"lib/uploads/types.ts","1","7","AttachmentStorageMetadata","类型","定义 AttachmentStorageMetadata 的数据契约"
"lib/uploads/types.ts","9","13","AttachmentInput","类型","定义 AttachmentInput 的数据契约"
