"文件","行号","所在符号","行类型","作用","代码摘要"
"app/api/chat/route.ts","28","导入@24","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@24”导入","} from ""@/lib/export/document-language"";"
"app/api/chat/route.ts","29","导入@29","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@29”导入","import {"
"app/api/chat/route.ts","30","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","applySemanticDocumentPlan,"
"app/api/chat/route.ts","31","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","createDocumentPlan,"
"app/api/chat/route.ts","32","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","documentSpecPrompt,"
"app/api/chat/route.ts","33","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","documentSpecToMarkdown,"
"app/api/chat/route.ts","34","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","parseDocumentSpec,"
"app/api/chat/route.ts","35","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","semanticDocumentPlanPrompt,"
"app/api/chat/route.ts","36","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","validateDocumentSpec,"
"app/api/chat/route.ts","37","导入@29","数据契约","定义结构化数据、状态或枚举约束；属于“导入@29”导入","type DocumentPlan,"
"app/api/chat/route.ts","38","导入@29","数据契约","定义结构化数据、状态或枚举约束；属于“导入@29”导入","type DocumentSpec,"
"app/api/chat/route.ts","39","导入@29","数据契约","定义结构化数据、状态或枚举约束；属于“导入@29”导入","type FinalImageAsset,"
"app/api/chat/route.ts","40","导入@29","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@29”导入","} from ""@/lib/export/document-spec"";"
"app/api/chat/route.ts","41","导入@41","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@41”导入","import {"
"app/api/chat/route.ts","42","导入@41","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@41”导入","resolveDocumentTemplate,"
"app/api/chat/route.ts","43","导入@41","数据契约","定义结构化数据、状态或枚举约束；属于“导入@41”导入","type ResolvedDocumentTemplate,"
"app/api/chat/route.ts","44","导入@41","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@41”导入","} from ""@/lib/export/document-templates"";"
"app/api/chat/route.ts","45","导入@45","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@45”导入","import { withExportGuidance } from ""@/lib/chat/export-guidance"";"
"app/api/chat/route.ts","46","导入@46","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@46”导入","import { withModelIdentity } from ""@/lib/chat/model-identity"";"
"app/api/chat/route.ts","47","导入@47","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@47”导入","import { sanitizeIncomingChatMessages } from ""@/lib/chat/message-normalize"";"
"app/api/chat/route.ts","48","导入@48","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@48”导入","import { withResponseStyle } from ""@/lib/chat/response-style"";"
"app/api/chat/route.ts","49","导入@49","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@49”导入","import {"
"app/api/chat/route.ts","50","导入@49","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@49”导入","chatRouteFromIntent,"
"app/api/chat/route.ts","51","导入@49","数据契约","定义结构化数据、状态或枚举约束；属于“导入@49”导入","type IntentPlan,"
"app/api/chat/route.ts","52","导入@49","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@49”导入","intentRequestsGptImage,"
"app/api/chat/route.ts","53","导入@49","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@49”导入","routeIntent,"
"app/api/chat/route.ts","54","导入@49","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@49”导入","} from ""@/lib/chat/intent-router"";"
"app/api/chat/route.ts","55","导入@55","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@55”导入","import {"
"app/api/chat/route.ts","56","导入@55","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@55”导入","executeToolPlan,"
"app/api/chat/route.ts","57","导入@55","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@55”导入","sanitizeExecutableProjectContext,"
"app/api/chat/route.ts","58","导入@55","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@55”导入","} from ""@/lib/chat/tool-executor"";"
"app/api/chat/route.ts","59","导入@59","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@59”导入","import { buildToolPlan, type ToolPlan } from ""@/lib/chat/tool-planner"";"
"app/api/chat/route.ts","60","导入@60","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@60”导入","import { withScientificVisualPolicy } from ""@/lib/chat/visual-policy"";"
"app/api/chat/route.ts","61","导入@61","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@61”导入","import {"
"app/api/chat/route.ts","62","导入@61","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@61”导入","buildContextBundle,"
"app/api/chat/route.ts","63","导入@61","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@61”导入","contextBundleToSystemMessage,"
"app/api/chat/route.ts","64","导入@61","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@61”导入","} from ""@/lib/chat/context-bundle"";"
"app/api/chat/route.ts","65","导入@65","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@65”导入","import {"
"app/api/chat/route.ts","66","导入@65","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@65”导入","requireChatUser,"
"app/api/chat/route.ts","67","导入@65","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@65”导入","toChatApiErrorResponse,"
"app/api/chat/route.ts","68","导入@65","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@65”导入","} from ""@/lib/chat/server/errors"";"
"app/api/chat/route.ts","69","导入@69","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@69”导入","import { AIProviderError } from ""@/lib/ai/errors"";"
"app/api/chat/route.ts","70","导入@70","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@70”导入","import { buildLiteratureLibraryContext } from ""@/lib/chat/server/library-context"";"
"app/api/chat/route.ts","71","导入@71","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@71”导入","import {"
"app/api/chat/route.ts","72","导入@71","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@71”导入","encodeChatStreamEvent,"
"app/api/chat/route.ts","73","导入@71","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@71”导入","} from ""@/lib/chat/stream-protocol"";"
"app/api/chat/route.ts","74","导入@74","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@74”导入","import {"
"app/api/chat/route.ts","75","导入@74","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@74”导入","applyChatContextBudget,"
"app/api/chat/route.ts","76","导入@74","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@74”导入","insertContextBeforeLastUser,"
"app/api/chat/route.ts","77","导入@74","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@74”导入","} from ""@/lib/chat/context-budget"";"
"app/api/chat/route.ts","78","导入@78","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@78”导入","import {"
"app/api/chat/route.ts","79","导入@78","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@78”导入","assertDailyAiBudgetAvailable,"
"app/api/chat/route.ts","80","导入@78","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@78”导入","recordAiUsage,"
"app/api/chat/route.ts","81","导入@78","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@78”导入","} from ""@/lib/ai/usage-ledger"";"
"app/api/chat/route.ts","82","导入@82","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@82”导入","import { generateResearchImage } from ""@/lib/ai/image-generation"";"
"app/api/chat/route.ts","83","导入@83","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@83”导入","import { getToolLabel } from ""@/lib/chat/tool-registry"";"
"app/api/chat/route.ts","84","导入@84","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@84”导入","import type { WorkspaceContextMode } from ""@/lib/chat/workspace"";"
"app/api/chat/route.ts","85","导入@85","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@85”导入","import { createClient } from ""@/lib/supabase/server"";"
"app/api/chat/route.ts","86","导入@86","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@86”导入","import { CHAT_ATTACHMENTS_BUCKET } from ""@/lib/uploads/storage-constants"";"
"app/api/chat/route.ts","87","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
